Name,Price,Brand,Description,Notes,Image URL
Nice Bergamote Eau de Parfum,1507,Essential Parfums," Nice Bergamote is indeed a nice bergamot! In fact, we think the name might be underselling it a tad. The juicy sourness of the finest 100% natural Calabrian bergamot extract bursts out of the bottle like a firework, drenching the senses in an icy freshness that feels like liquid sunshine. What's remarkable here is that all the other supporting notes match the bergamot in its naturalness, so they fade in and out of the picture depending on their volatility, as if designed by Mother Nature herself.  For example, the soft eddy of natural jasmine and rose petals that swirls up in the heart creates a velvety thickness that steps in when the tartness of the topnote begins to fade. A buttery ylang licks at the edges, adding a fleshy sensuality to the brighter notes, but none of the flower's usual loudness. It's worth noting that the bergamot never disappears completely, only softening from a verdant, limey sourness to a thread of mandarin-like juiciness that runs through the scent, connecting all the parts. The base plays host to a natural tonka bean extract from Venezuela that smells like a golden cream of hay, almonds, and espresso with a shot of milk. The tonka bean accent is subtle, not overly sweet, and is further reined in by a smoky, resinous cedarwood. If you're looking for a natural-smelling bergamot scent that doesn't devolve into the usual white musks or woody ambers, then Nice Bergamot is more than just nice - it's perfect."," bergamot, Jasmine Grandiflora extract, natural cedarwood extract, ylang ylang, tonka bean",https://static.luckyscent.com/images/products/803003.jpg?width=400&404=product.png
The Musc Eau de Parfum,2049,Essential Parfums," Every line needs a musk, and this is The Musc, a name that signposts both the brand's sense of humor and the specialness of the scent. Calice Becker said she imagined this scentìas a cloud of enveloping and comforting muskîù, and that's a great way to describe its effect. Wearing The Musc is like stepping out of the freezing cold into a home filled with warmth and love.   The Musk operates in the narrow margins between hot and cold ñ it is fresh and spicy enough to keep you awake, but at the same time, so creamily warm that you'll feel like a cat stretching languorously in front of an open fire. Applied to warm skin, the initial one-two punch of freshly-crushed lavender and red ginger feels spicy and herbal all at once. But copious amounts of Laotian beeswax and Australian santalum album soak the aromatics in a sweet, honeyed creaminess as warming as a lamb's wool throw. These notes ñ both fresh and warm ñ are finally swept up into a cloud of whipped musks that wrap the wearer in a velvety cloud of scent. Nirvanolide and Serenolide, both elegantly fruity musks produced by Givaudan, are true to their name here, creating a serene, nirvana-esque fluffiness that's as clean as kitten fur."," Ginger, beeswax, lavender, sandalwood, musks",https://static.luckyscent.com/images/products/803004.jpg?width=400&404=product.png
Mysterious Oud Extrait de Parfum,2283,Bortnikoff," The signature scent of the Bortnikoff house, Mysterious Oud is more than just another westernized agarwood creation- it's a wholly original creation that combines exquisite oud from all over the world (including renowned ""10k by Feel Oud"") to delight the senses and cast a deep spell of power and wisdom. Mysterious Oud greets the wearer with captivating notes of ambery citruses and ripe fruits- Bergamot and Orange spiced up with cardamom and then soaked in amber, sweet, rich, and romantic. It's the perfect introduction for a heart dominated by- no mystery here- oud, specifically a blend of beautiful, authentic oud oils supported by light, gentle and well-balanced floral note that bring out the ouds' resinous, spicy, and sweet nuances. From Thai and Vietnamese to Indian ouds, more layers are added to increase the depth of the aroma, balsamic, woody and vanillic. Some of the best oud you've ever smelled, in the service of a scent that thrillingly defies boring, ordinary oud-scent construction? This is the kind of mystery we could use more of."," Bergamot, cardamom, amber, orange, tea rose, jasmine, cinnamon, clove, myrrh, castoreum, pink pepper, nutmeg, tonka bean, oud, sandalwood, tolu balsam, opoponax, cedar, lotus, labdanum, vanilla",https://static.luckyscent.com/images/products/804000.jpg?width=400&404=product.png
Ombre Leather Eau de Parfum,1636,TOM FORD Signature," True luxury doesn't shout. If you've been on the hunt for the perfect leather but been either smothered by an avalanche of powdery florals or slapped around the face by a Cossack's oily winter boot, then breathe a sigh of relief becauseìyourîù leather has finally arrived. Wearing Ombre Leather is like slipping into a pair of the sleekest handmade leather Oxfords in the velvety hush of a store you have to ring a bell to get into.Enigmatically rich but dry, this is a leather that sings a song of pure, smooth luxury leather, with no excess powder, fruitiness, engine oil, or plasticky saffron to ruin your enjoyment. A touch of violet leaf adds a cool, watery greenness, but overall, this is not a translucent or vegetal leather. Like the ombre effect on a luxury leather jacket, this is a scent that bleeds one note into the next, building to a successively impressive effect ñ black leather over purple jasmine over earth-brown patchouli over green violets over white moss. As with all truly luxurious accessories, its most impressive feat is its balance ñ Ombre Leather may be objectively opulent, but even more so, it's undeniably among the most fabulously comfortable leather scents we've ever encountered."," Violet leaf, cardamom, jasmine sambac, black leather, white moss, patchouli Click Here For Ingredients √óClose Ombre Leather by TOM FORD Signature Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/807000.jpg?width=400&404=product.png
Imitation Man,1422,Amouage," One moment, one sensory experience, can completely alter a child's perception of the world. For Amouage Creative Director Christopher Chong, that moment happened the first time he experienced New York City as a child in the 1970's- the vibrant street culture, the breathtaking diversity, and the very sights, sounds and smells of the greatest city in the world during a tumultuous and consequential era threw open a door to life's infinite possibilities. Imitation is his attempt to capture that vibrancy. Imitation Man represents '70s NYC in bold, sensual, refined leather tones, opening with electric citrus and tingling spices that evoke blinding sunshine on bustling asphalt streets. The leather at the center of the fragrance is rich, soft suede, refined with lush rose, buttery orris and bright violet. An atmospheric base of spicy, smoky, animalic notes gives the thrilling authenticity of a smoke filled discotheque. Imitation Man will take you away to a time and place of chaos and beauty- and the endless adventures that follow."," Citron, nutmeg, black pepper, rose, orris, violet, myrrh, leather, vetiver, patchouli, castoreum",https://static.luckyscent.com/images/products/41892.jpg?width=400&404=product.png
Kazehikaru Eau de Parfum,2912,Di Ser," Japan's northenmost territory, Hokkaido is a land of rugged natural beauty, four-season weather, and pioneer spirit, where the winds blow strong and free. It's the scents carried on that wind that inspire Kazehikaru, the native flowers and trees of Hokkaido's rocky coastlines and towering, forest-covered mountains, a collection of flora that teems with vibrant, wild beauty- a distinctly Japanese combination of refinement and energy. Tart, energizing yuzu blends seamlessly with smooth neroli, while an evocative mix of shiso leaf and lavender provide distinctive, herbaceous sensuality against a backdrop of uniquely sweet Japanese rose and woodsy, green vetiver. Beautiful and untamed, Kazehikaru glows with the spirit of Hokkaido."," Yuzu, neroli, lavender, shiso, Japanese rose, vetiver",https://static.luckyscent.com/images/products/78807.jpg?width=400&404=product.png
Zest Marin Eau de Parfum,2543,Fragrance du Bois," Anyone who's spend time wearing or smelling the unexpected summer hit Oud Vert Intense knows that Fragrance du Bois has a virtuosic adeptness with bright, fresh, complex fragrances. Well, Vert may need to slide over, as FdB's newest composition, Zest Marin, is every bit as lovely- the kind of eye-opening unisex that can and should be worn every single day between now and when the leaves change.   Like a day at the seaside, Zest Marin is crisp, effervescent, oceanic and fresh, with opening citrus tones of lemon and bergamot, perfectly complemented by the natural essence of galbanum. At the heart, lavandin and nutmeg bring out the best in each other in a partnership of delicious complexity, with vetiver, vanilla and woody musks providing irresistible base notes that simply make you want to plunge into the ocean of fragrance. If Fragrance du Bois gets any better at producing summer signatures, we may have to take a few months off."," Lemon, Bergamot, Galbanum. Marine, Nutmeg, Lavandin, Vetiver, Vanilla, Woody Musks",https://static.luckyscent.com/images/products/757024.jpg?width=400&404=product.png
Dent de Lait Eau de Parfum,1772,Serge Lutens," We often look back on milestone events from our childhood with great poignancy, recalling the feeling of innocence and wonder, and the moment that feeling begins to change. Dent de Lait is just that, a poignant celebration one of our earliest rights of passage during that most magical period of our lives. The loss of one's baby teeth serves as a metaphor for and a harbinger of the inevitable march toward adolescence, and this fragrance captures it with great aplomb. A flash of metallic zing opens bracingly, conjuring the slightly metallic flavor of the void where a baby tooth once roosted. The quick yet subtle bitterness slowly gives way to a creamy-soft and reassuring smoothness through the deft use of almond milk, coconut and floral aldehydes, transporting you to that moment just before you began to trade your innocence for wisdom.Creamy, smooth and ultimately reassuring, this gourmand is imbued with a sense of cloistered security, connecting us to that comforting feeling we enjoyed when we were young."," Almond milk, coconut, incense, heliotrope, slight metallic note.",https://static.luckyscent.com/images/products/36161.jpg?width=400&404=product.png
Cap Neroli Eau de Toilette,2690,PARFUMS DE NICOLAI," One of the most memorable aspects of the thoroughly gorgeous Cote d'Azur is the ubiquitous presence of orange trees, splashing the landscape with vivid color and perfuming the air with their beautiful scent. From a single tree, aromas of bright citrus, fresh woods, and smooth, creamy flowers float on the breeze, and when it comes to harvesting scented ingredients for perfumery, the versatility becomes astounding- one humble tree produces everything from bitter, spicy petitgrain to enchantingly smooth orange blossom absolute. Cap Neroli features every aspect of the Cote d'Azur's fabled orange trees, opening with a contrast of bitter petitgrain and sweet mandarin given a fresh aquatic shimmer via rosemary and mint. A heart of bright neroli and soft orange flower is enhanced with sweet ylang and fresh jasmine, all resting on a bed of fresh musks and oakmoss that linger for hours. It's a perfect tribute to a place of staggering beauty, and the ideal summer scent for just about anyone looking to bring a bit of the French Riviera with them wherever they go."," Petitgrain, orange, mandarin, rosemary, mint, neroli, ylang-ylang, jasmine, orange flower, oakmoss, musk",https://static.luckyscent.com/images/products/313058.jpg?width=400&404=product.png
Fougere d'Argent Eau de Parfum,1031,TOM FORD Private Blend," Foug√®re d'Argent is a bold reimagining of the classic foug√®re, a structure that traditionally revolves around lavender, oakmoss, and coumarin. With oakmoss no longer available, Tom Ford has re-worked the model in a provocative manner, substituting moss with Akigalawood, a Givaudan captive derived from patchouli that has a wonderfully spicy, woodsy bitterness. What emerges from Ford's confident handling is a scent that smells truly masculine ñ earthy, herbaceous, and rich, with a radiantly spiced muskiness that billows around its wearer. If there's a scent that sums up everything that is great about old-school-meets-modern-cool masculine grooming, then it's probably Foug√®re d'Argent. The aromatic topnotes of lavender, ginger, and citrus notes give off a formal Savile Row vibe, with the sort of soapy, minty freshness one expects to emanate from a gentleman wearing an impeccably-tailored suit. Akigalawood stands in most competently for the traditional oakmoss, its spicy, mossy sharpness softened by the buttery labdanum amber tucked away into a corner. What marks out this fougere as a particularly modern twist on an old format is its use of coumarin. Whereas in traditional fougeres, the coumarin adds a dry hay-like grassiness, here the coumarin is taken in a sultrier, more oriental direction, emphasizing the musky sweetness of the tonka bean from whence the coumarin was extracted. Fans of aromatic lavender-tonka fragrances ranging from Gris Clair to Tom Ford's own Fucking Fabulous will likely love Foug√®re d'Argent for its bold updating of the fougere structure, but others appreciate it even more for its total lack of gourmandise. Dry, masculine, and admirably unsweet, Foug√®re d'Argent is for the man who effortlessly exudes confidence, no matter what he's wearing or doing."," mandarin, ginger, lavender, cistus, Akigalawood, coumarin Click Here For Ingredients √óClose Fougere d'Argent by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63568.jpg?width=400&404=product.png
Live In Colors Eau de Parfum,2600,The House Of Oud," The perfect citrus is an elusive thing. Pretty much the Holy Grail of perfumery, in fact. Citrus notes are so volatile that the perfumer has to figure out how to keep them aloft and keep the scent smelling natural all the way through, a balancing act that's far harder than you might imagine. We're happy to report that Live in Colors pulls it off. It sparkles from top to bottom, without losing momentum along the way. In other words, this is the new summer freshie to beat.  The fizz of the opening is invigorating, with a burst of lemon and grapefruit so sharp you can taste it. It smells like an entire citrus tree pulped down and squeezed into the bottle, with everything from leaf to pulp and rind. The scent then deftly switches the charge to aromatics, running the juice over a bed of pink pepper and ginger root to keep those volatile citrus notes alive. There's a wonderful hot-cold effect going on in the background, the juicy sweetness of red fruit rubbing up against the coldness of spice. In the base, a soft, silvery hinoki wood supports the more aromatic notes but doesn't impose its own personality as insistently as cedar or gaiac. Live in Colors doesn't so much end as fade out gently, in a musky-woody trail that stays soft and clean. It's not a projection monster and it won't break any longevity records. But a citrus scent doesn't need to perform acrobatics to please us ñ it just needs to smell fresh and natural. And in that respect, Live in Colors scores a perfect 10."," Lemon, grapefruit, red fruits, ginger, pink pepper, musk, hinoki wood, amber",https://static.luckyscent.com/images/products/76421.jpg?width=400&404=product.png
Just Before Eau de Parfum,1194,The House Of Oud," Just Before revolves around Palo Santo, the so-calledìHoly Woodîù burned by the Incas and shamans to cleanse the spirit. The wood itself is sweetly fragrant with notes of pine, lemon, and mint, features the perfumers have cleverly chosen to accentuate with an equally bright trio of bergamot, lemon, and saffron, which melts effortlessly into the wood, leaving a film of orangey spice glittering on its pale, blond surface. It smells like citrus peel and cinnamon left to smolder on top of a freshly-lit piece of Palo Santo incense ñ smoky, but with a lively sparkle.  A rich, banana-ish ylang is a dollop of butter stirred into the cake, thickening the fragrance, and easing the woods and citruses into the spiced doughiness of benzoin. The contrast between the minty aromatics and the vanilla-sodden resins gives the scent an interesting bitter almond nuance that's not too far off the Hypnotic Poison model. But what really stands out here for us is the myrrh. Redolent of earth, wet stones, and anise, this ancient resin adds enormous depth, as well as a sepulchral darkness that contrasts the scent's more gourmandìpatisserieîù elements. Delicious and almost edible in its spicy warmth, Just Before teeters precariously between incense, amber, and woods. But because it never tips over into any one category, it remains interesting. Sugar and spice and all things nice....Just Before is a seductive siren call, calling out to us like the proverbial gingerbread cottage in the forest."," Bergamot, lemon, saffron, palo santo, ylang-ylang, myrrh, vanilla, benzoin, amber, sandalwood",https://static.luckyscent.com/images/products/76423.jpg?width=400&404=product.png
I Don't Know What Eau de Parfum,2104,D.S. and Durga," Among the first things aspiring perfumers learn is that the most important ingredients in the construction of a scent are the invisible ones- the aromachemicals and extremely subtle naturals that don't stand out to the nose, but nevertheless add crucial space, depth and structure to the fragrance. Even the finest floral extracts or precious woods depend on this structure to avoid feeling flattened-out, condensed or overpowering, but to the casual fragrance fan, the contributions of these delicate ""spacing"" notes goes completely unappreciated- until now. I Don't Know What is a minimalist scent in the compelling tradition of Escentric Molecules, able to be worn alone as a sheer, ethereal hint of citrus, musks and woods, but designed to layer beneath any scent you can imagine- fragrance oils, other perfumes, a favorite extract- boosting power, adding radiance, and generally enhancing absolutely anything it touches. We should all be so lucky!"," Bergamot essence, iso e super, vetiver acetate, civettone, firsantol, ambrox super",https://static.luckyscent.com/images/products/68628.jpg?width=400&404=product.png
Rehab Extrait de Parfum,1248,Initio Parfums," What is the scent of compulsion? The fragrance that represents the deepest yearning, desire for which there is no solution but to give in? We'd find it hard to top Rehab, a sweet-yet-smoky stunner possessed of an almost primally compelling magnetism. The perfection lies in the sophisticated simplicity of the compostion- rich, sophisticated lavender and smoothly spiced tobacco set a vibrant yet refined tone, masculine-leaning but drop-dead sexy on just about anybody. As Rehab dries, smoky, creamy patchouli and vanilla create a warmly ambered aura that lingers for hours. We can't tell you how to use the dangerously seductive power at your fingertips- but you've been warned."," Bergamot, lavender, tobacco, cedar, patchouli, gaiac, sandalwood, vanilla, musks",https://static.luckyscent.com/images/products/802000.jpg?width=400&404=product.png
Blessed Baraka Eau de Parfum,1584,Initio Parfums," Absolutely captivating, Blessed Baraka weaves a blend of musks, woods and rich amber around the wearer to create a palpable sense of divine energy that instantly commands the room. At the center is a beautiful specimen of sandalwood, at once excitingly vivid and compellingly creamy, given sharp definition and a sensual edge via a  cascade of musks. A powerful amber hums as the fragrance dries, bittersweet and addictive, transporting body and soul to a higher plane of existence. Discover a new realm of fragrant beauty with Blessed Baraka."," White flower, sandalwood, vanilla, musk, amber",https://static.luckyscent.com/images/products/802001.jpg?width=400&404=product.png
Psychedelic Love Eau de Parfum,1519,Initio Parfums," Psychedelic Love is a highly addictive fragrance, with its creamy, powdery and floral facets, wavering between vanilla, almond and heliotrope, a combination that will drive you obsessively into addiction. This is sheer, giddy, indulgent delight, the florals melding sweet ylang, powdered heliotrope, and luscious Bulgarian rose with an impossibly smooth myrrh and creamy, mouthwatering vanilla. A base of robust yet smooth patchouli keeps things trippy- but something this sexy means you won't be traveling alone."," Bergamot, ylang-ylang, Bulgarian rose, heliotrope, myrrh, vanilla, sandalwood, patchouli",https://static.luckyscent.com/images/products/802002.jpg?width=400&404=product.png
Side Effect Eau de Parfum,2392,Initio Parfums," Thrilling, rich, and deeply sexy, Side Effect is a harmonious blend of tobacco, vanilla, rum and coffee that tantalizes the senses and awakens the spirit. Ignited with spices and anchored by a warm base with elements of leather and woods, it invites you in with vibrant energy, then soothes and seduces with smooth confidence. With an undeniable animal magnetism, Side Effect is guaranteed to garner attention- but maybe that was your intention all along?"," Tobacco, vanilla, rum, cinnamon",https://static.luckyscent.com/images/products/802004.jpg?width=400&404=product.png
Grev Extrait de Parfum,1664,Slumberhouse," Slumberhouse simply does not produce ordinary, standard scents- something absolutely necessary to keep in mind when describing Grev. Is it a fougere? Sure, the definition might roughly fit, but leave your expectations of unchallenging freshness aside. What it really is, is a transparent metallic/herbal accord of star anise, crisp apple peel, spearmint leaf, ocean pine and bergamot twisted into hollowed tunnels padded in turquoise hues, dusted in sweet mossy mineral powder and blanketed with copaiba resin and sandalwood oil. Ordinary left the building a long time ago."," Copaiba balsam, spearmint, pine, star anise, apple peel, fir resin, clove, orris root, cedar, sandalwood",https://static.luckyscent.com/images/products/631012.jpg?width=400&404=product.png
Adameku Parfum,2509,Di Ser," Adameku describes sensual femininity. Using the scent of Osmanthus and Rose, it is fruity, and finished with a sweet floral scent. A perfume that expresses the delicacy and elegance of Japanese women."," Sweet orange, osmanthus absolute, jasmine sambac, benzoin, frankincense",https://static.luckyscent.com/images/products/78806.jpg?width=400&404=product.png
Bois Sikar Eau de Parfum,1940,Atelier des Ors," With Atelier des Ors founder Jean-Philippe Clermont's background in the world of high-end cigars, a fragrance that combined these passions was always in the works. And that fragrance is here: Bois Sikar, a combination of world-class cigar tobacco, cedarwood cigar boxes, and the smokey, peaty pairing of delicious Islay whiskey. As with any perfect cigar-and-Scotch experience, it's equal parts vibrantly robust and impossibly smooth, the quintessential luxury experience, vitally masculine, yet refined enough to add a powerful allure to anyone."," Nutmeg, precious woods, gaiac, styrax, cedar leaf, tobacco absolute, cedar",https://static.luckyscent.com/images/products/74405.jpg?width=400&404=product.png
Nuda Veritas Eau de Parfum,2600,Atelier des Ors," An indelible lightness of being lies at the heart of Nuda Veritas, the beginning of the spiritual quest of the search for happiness.The perfume unfolds with a delicate floral heart of jasmine and osmanthus encased in layers of textural whiteness, full of hope and yearning. Humanity is connected to the earth and minerals through hints of moss. We look to the sky and seek the naked truth, laid bare in a transparent haze with hints of patchouli and the gentle caress of Ambroxan."," Bergamot, orange blossom, jasmine sambac, jasmine absolute, osmanthus, patchouli, marigold, ambroxan, musk, moss",https://static.luckyscent.com/images/products/74406.jpg?width=400&404=product.png
Crepuscule des Ames Eau de Parfum,1048,Atelier des Ors," Crepuscule refers to the moments of transition from light to darkness, and from dark to light. The sleepy, dusky hours and the brilliance of dawn and new beginnings. Crepuscule des Ames is the twilight of souls and a perfume to captivate the senses with fine spices and a warm golden glow. A second skin to wear in the dusky house while the souls are at play, when we feel deep desires and the duality inherent in our consciousness. A radiating warmth that speaks to carnal pleasure and desire. Incense, patchouli, and hyraceum heat the primative, animalic aura. A scent of moments when we seek the truth, to find a way through temptation."," Mandarin, cardamom, clary sage, hysope, incense, pimento berries, hyraceum, patchouli",https://static.luckyscent.com/images/products/74407.jpg?width=400&404=product.png
Choeur des Anges Eau de Parfum,2330,Atelier des Ors," Choeur des Anges is a poetic celebration of color, scent and joie de vivre fused with blood oranges, carrot seeds, radiant fruits and flowers. A symphonic creation inspired by the harmonious voices of angels. An ambrosia-like golden nectar of osmanthus and honey that sings in harmony to the gods. Choeur des Anges is a fragrance that connects to the primal desire for happiness, where salvation is to be found in lyrical, ambered tones."," Blood orange, blackcurrant, pear, orange blossom, carrot seed, osmanthus, cedar, amber, honey",https://static.luckyscent.com/images/products/74408.jpg?width=400&404=product.png
Gold Incense Eau de Parfum,1498,Mancera," Some incense fragrances are quiet and spiritual, while others are sultry and seductive. But when was the last time you experienced an incense fragrance that was lush, floral and opulent? Introducing Gold Incense, a seductively exuberant, downright juicy floral incense that hums with light, life and happiness. By blending ripe, fruity mandarin with luscious rose, the rich vein of incense running through the center of Gold Incense is never dry or austere, but rather compellingly robust, playing off of spice-forward notes of coffee and pink pepper and smooth, rich patchouli and sandalwood to create an enveloping, three-dimensional composition. Maybe not everything that glitters is gold- but this stunningly robust, romantic take on incense could be nothing else."," Incense, pink pepper, mandarin, bergamot, coffee, violet, rose, jasmine, patchouli, sandalwood, benzoin, white musk, vanilla",https://static.luckyscent.com/images/products/64936.jpg?width=400&404=product.png
Hindu Kush Eau de Parfum,2722,Mancera," Rugged, imposing, and central to military history both ancient and modern, the Hindu Kush mountain range in Central Asia is a formidable sight indeed. It's a border not merely between Pakistan and Afghanistan, but between heaven and earth itself. To honor this wild location, Mancera presents a uniquely resinous scent, rich with spice and incense, perfect for the adventurous spirit in all of us. Hindu Kush opens with a sweet and complex layer of exotic spice, with prominent notes of saffron and clove reinforced with the energy of black pepper and the earthy resinousness of another famed export of the region- a cannabis essential oil harvested from authentic Afghan-grown plants. Oud, patchouli and woods dominate the heart, but their heaviest and darkest tones are played down, keeping the robust spiciness at the center of the composition. A vanilla and musk base works along the same concept, reinforcing the resins and spices without drowning them in overly rich or earthy tones and presenting Hindu Kush as that rarest of oriental fragrances- one with more subtlety than opulence. And as a result, it's hard to think of a human being alive that wouldn't smell unbelievable wearing it."," Saffron, cumin, cloves, black pepper, labdanum, davana, cannabis, agarwood, patchouli, sandalwood, cedarwood, amber, white musk, gaiac, vanilla",https://static.luckyscent.com/images/products/64933.jpg?width=400&404=product.png
Wild Python Eau de Parfum,1687,Mancera," Sleek, seductive, and a little dangerous, Wild Python has all the primal instincts of its namesake. Its deadly secret? An exceptionally fine floral blend that melds deeply narcotic white florals with hints of fruit, patchouli and musk that lend a deceptively smooth contour to a fragrance that's still savagely sensual. With well above average projection and longevity, Wild Python will spend hours curling itself around you, its power on full display. How you choose to use it is up to you."," Tuberose, osmanthus, peach, bergamot, jasmine, orange blossom, patchouli, white musk, vanilla",https://static.luckyscent.com/images/products/64934.jpg?width=400&404=product.png
Hyrax Extrait de Parfum,1262,Zoologist," Climbing to its perch in the morning sky, the African sun reaches across a mountain range to caress a wide, flat boulder, baking it to a gentle heat. From the shade of a narrow crevice, a family of hyrax emerges, hot dust dulling the sheen of their golden fur. They settle onto the warm expanse of rock to partake in their ritual sunbath, but remain ever vigilant. The shadow of a soaring eagle rushes across the ground. With an urgent squeal, the alarm is sounded - the colony dashes for cover. As the heat from sweltering sun intensifies, ancient aromas are coaxed from the scorched rocks, sparse vegetation and petrified hyraceum. Eerily, they intertwine to form a scent that is both primitive and exotic, its animalistic tendencies tamed by an undercurrent of sweet florals.At the heart of Zoologist Hyrax is a daring, seldom-used ingredient in the art of perfumery ññ African stone, or hyraceum, giving this bold animalic scent its distinctive signature. This unique perfume skillfully blends saffron, pink pepper, whiskey, rose and musks to invoke an abstract image of a dusty African mountainscape. Like the nimble hyraxes that spill from hillside crevices in search of the sun upon their musky hides, this scent will weave its way into your senses with a light but primal touch."," Blackberry, elemi, pink pepper, saffron, Turkish rose, African Stone, hyacinth, styrax, whiskey, amber, benzoin, musks, patchouli, sandalwood, tonka",https://static.luckyscent.com/images/products/76019.jpg?width=400&404=product.png
Bois Dore Eau de Parfum,1083,Van Cleef & Arpels," Fine fragrance has a stunning ability to represent myth and poetry in vivid reality- to make the conceptual come to olfactive life. In Bois Dore, Fabrice Pellegrin envisions a fantastical Golden Wood, glowing with rich woods, delectable spice and smooth tonka bean. While the core of the scent is undeniably the interplay between the velvety, robust wood notes and a powdered, vanilla-inflected tonka bean, the beauty of Bois Dore manifests itself in its remarkable versatility- fans of Tom Ford Tobacco Vanille and Penhaligon's Roaring Radcliff will find that a supporting note of tobacco imbues a familiar strain of regal, masculine texture, while the powderiness of the tonka and a distinctly sweet almond maintain a warm, feminine sensuality. And no matter your persuasions, a long-lasting tingle of black pepper and a salty mineralic note provide a unique and energizing sparkle. While not every fragrance lives up to its concept, we're thrilled to report that Bois Dore is every bit the luminous, fantastical Golden Wood we were promised."," Black pepper, mineral notes, cedar, vanilla, tobacco, almond, tonka, musk, teak",https://static.luckyscent.com/images/products/50210.jpg?width=400&404=product.png
Knize Ten Face and Body Care Lotion Body / Aftershave ...,1251,Knize," Knize face and body care lotion wth the unique, sought after Knize Ten fragrance. Also suitable to use as an after shave lotion.",,https://static.luckyscent.com/images/products/52780.jpg?width=400&404=product.png
Pikovaya Dama Eau de Parfum,1172,Xerjoff," A celebration of the Golden Era of Russian literature, Pikovaya Dama ""Queen of Spades"", named for the famed Pushkin story, is a glamorously vintage, unapologetically opulent emissary from bygone glory days. Blending sharp, vibrant citrus with a richly, unabashedly powdered romantic floral heart, atop a sensual base of musks, woods and vanillas. But in reality, describing the individual notes feels incomplete somehow, as the real achievement of Pikovaya Dama is a sumptuously blended, wholly pervasive atmosphere of vintage grandeur, where the pillow-soft powder, luscious florals and deep musky base all exist simultaneously, exuding a soulfully resonant aura that only strengthens as it wears. Extravagant, beautiful and unique- Pikovaya Dama is a rare treasure indeed."," Bergamot, lemon, rose, neroli, coriander, atlas cedar, orris, incense, nutmeg, patchouli, sandalwood, musk, bourbon vanilla",https://static.luckyscent.com/images/products/51148.jpg?width=400&404=product.png
Amber Intense Eau de Parfum,1633,Fragrance du Bois," The oriental, reinvented. When Fragrance du Bois set their sights on amber as a main component for their newest Prive release, our expectations- and imaginations- were sky high. After all, the Prive line is defined by exceedingly rare ingredients, including their proprietary 100% organic vintage oud, as well as a willingness to simultaneously embrace and defy convention, to deliver scents that knew when to follow traditional structure, and when to take bold risks. To that end, Amber Intense is certainly an amber scent- loaded with rich, resinous, balsamic fullness- but with its spicy, floral complexity, it's also so much more. Amber Intense opens with a spice and citrus laden burst, where notes of bergamot, tangerine, black pepper and cinnamon pop and fizz with vibrant energy. As the rich floral heart unfolds, an exquisite blend of rose, jasmine and neroli captives against the rich amber accord, a warmly resinous blend of styrax, labdanum and patchouli that doubles down with enduring base notes of benzoin and peru balsam alongside Fragrance du Bois' unparalleled vintage oud. The result is a scent that's rich but never heavy, complex but never confusing, with an undeniably confident elegance. Whether you approach Amber Intense from the perspective of an amber lover or that of a connoisseur of spicy orientals, you're sure to find your new signature scent."," Bergamot, tangerine, orange, black pepper, cinnamon, cumin, saffron, neroli, rose, jasmine, blackcurrant, patchouli, styrax, cistus, benzoin, peru balsam, musk, oud",https://static.luckyscent.com/images/products/75723.jpg?width=400&404=product.png
Moth Extrait de Parfum,1167,Zoologist," Their days are spent secluded in camouflage, the intricate pattern of their wings disguising them against a coarse backdrop of barks and rocks. When they finally stir, even their flight is concealed, shrouded beneath the cover of night. Moonlight ripples off a delicate coating of tiny hairs as their feathered antennae guide them in their search for a mate. Only one temptation can lure them from their quest. Should they succumb to the attraction of the flame, their urge to procreate may be quashed in a wisp of smoke and a smattering of ashes. At first encounter, the rich, gothic scent of Zoologist Moth may surprise but soon it hypnotizes. A heavy dose of dark spices jolts your senses before settling into a dusting of honey-sweet rose and dark, inky florals. Slowly, it tests its wings, taking flight on an exotic journey of nagarmotha, guaiac wood and patchouli. Beneath it all lingers a smoky undertone that serves as a constant reminder of the danger within the tantalizing flame."," Black pepper, cinnamon, clove, cumin, lemon, nutmeg, saffron, heliotrope, iris, jasmine, mimosa, muguet, rose, ambergris, honey, resins, gaiac, musk, nagarmotha, oud, patchouli, smoke, vetiver",https://static.luckyscent.com/images/products/76018.jpg?width=400&404=product.png
